Gene Name,Combinations,Diseases,ICD-10 ID,Partner Genes
CFTR,OLI802,Cystic fibrosis,E84.9,CFTR; SCNN1A; SCNN1G
SCNN1A,OLI802,Cystic fibrosis,E84.9,CFTR; SCNN1A; SCNN1G
SERPINA1,OLI803,Cystic fibrosis,E84.9,SCNN1A; SERPINA1
SCNN1A,OLI803,Cystic fibrosis,E84.9,SCNN1A; SERPINA1
SERPINA1,OLI804,Cystic fibrosis,E84.9,SCNN1B; SCNN1G; SERPINA1
SCNN1G,OLI804,Cystic fibrosis,E84.9,SCNN1B; SCNN1G; SERPINA1
SCNN1B,OLI804,Cystic fibrosis,E84.9,SCNN1B; SCNN1G; SERPINA1
SCNN1B,OLI805,Cystic fibrosis,E84.9,SCNN1A; SCNN1B
SCNN1A,OLI805,Cystic fibrosis,E84.9,SCNN1A; SCNN1B
NDUFA10,OLI806,Recurrent exertional rhabdomyolysis,M62.8,NDUFA10; PYGM; TIMM50
TIMM50,OLI806,Recurrent exertional rhabdomyolysis,M62.8,NDUFA10; PYGM; TIMM50
PYGM,OLI806,Recurrent exertional rhabdomyolysis,M62.8,NDUFA10; PYGM; TIMM50
PHKA1,OLI807,Recurrent exertional rhabdomyolysis,M62.8,GBE1; HMBS; PHKA1; RYR1
RYR1,OLI807,Recurrent exertional rhabdomyolysis,M62.8,GBE1; HMBS; PHKA1; RYR1
HMBS,OLI807,Recurrent exertional rhabdomyolysis,M62.8,GBE1; HMBS; PHKA1; RYR1
GBE1,OLI807,Recurrent exertional rhabdomyolysis,M62.8,GBE1; HMBS; PHKA1; RYR1
GBE1,OLI808,Recurrent exertional rhabdomyolysis,M62.8,GBE1; PCCB
PCCB,OLI808,Recurrent exertional rhabdomyolysis,M62.8,GBE1; PCCB
NDUFS8,OLI809,Recurrent exertional rhabdomyolysis,M62.8,CACNA1S; HMBS; NDUFS8
HMBS,OLI809,Recurrent exertional rhabdomyolysis,M62.8,CACNA1S; HMBS; NDUFS8
CACNA1S,OLI809,Recurrent exertional rhabdomyolysis,M62.8,CACNA1S; HMBS; NDUFS8
ELAC2,OLI810,Recurrent exertional rhabdomyolysis,M62.8,CPT2; ELAC2
CPT2,OLI810,Recurrent exertional rhabdomyolysis,M62.8,CPT2; ELAC2
NDUFA6,OLI811,Recurrent exertional rhabdomyolysis,M62.8,ACADVL; NDUFA6
ACADVL,OLI811,Recurrent exertional rhabdomyolysis,M62.8,ACADVL; NDUFA6
NUBPL,OLI812,Recurrent exertional rhabdomyolysis,M62.8,NUBPL; OAT
OAT,OLI812,Recurrent exertional rhabdomyolysis,M62.8,NUBPL; OAT
POLR3A,OLI813,Kallmann syndrome,E23.0,KL; POLR3A
KL,OLI813,Kallmann syndrome,E23.0,KL; POLR3A
PNPLA6,OLI814,Kallmann syndrome,E23.0,ANOS1; DMXL2; PNPLA6
DMXL2,OLI814,Kallmann syndrome,E23.0,ANOS1; DMXL2; PNPLA6
ANOS1,OLI814,Kallmann syndrome,E23.0,ANOS1; DMXL2; PNPLA6
SPRY4,OLI815,Kallmann syndrome,E23.0,SEMA3A; SPRY4
SEMA3A,OLI815,Kallmann syndrome,E23.0,SEMA3A; SPRY4
PROKR2,OLI816,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PROKR2; RNF216
RNF216,OLI816,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PROKR2; RNF216
PCSK9,OLI817,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
LDLR,OLI817,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
LDLR,OLI818,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
PCSK9,OLI818,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
LDLR,OLI819,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
PCSK9,OLI819,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
LDLR,OLI820,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
PCSK9,OLI820,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
PCSK9,OLI821,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
LDLR,OLI821,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,N.A.,LDLR; PCSK9
C9orf72,OLI822,Frontotemporal dementia,G31.0,C9orf72; FUS
C9orf72,OLI822,Amyotrophic lateral sclerosis,G12.2,C9orf72; FUS
FUS,OLI822,Frontotemporal dementia,G31.0,C9orf72; FUS
FUS,OLI822,Amyotrophic lateral sclerosis,G12.2,C9orf72; FUS
C9orf72,OLI823,Amyotrophic lateral sclerosis,G12.2,C9orf72; SQSTM1
SQSTM1,OLI823,Amyotrophic lateral sclerosis,G12.2,C9orf72; SQSTM1
SQSTM1,OLI824,Amyotrophic lateral sclerosis,G12.2,SIGMAR1; SQSTM1
SIGMAR1,OLI824,Amyotrophic lateral sclerosis,G12.2,SIGMAR1; SQSTM1
KIF5A,OLI825,Amyotrophic lateral sclerosis,G12.2,CCNF; KIF5A
CCNF,OLI825,Amyotrophic lateral sclerosis,G12.2,CCNF; KIF5A
NEK1,OLI826,Amyotrophic lateral sclerosis,G12.2,NEK1; TBK1
TBK1,OLI826,Amyotrophic lateral sclerosis,G12.2,NEK1; TBK1
C9orf72,OLI827,Amyotrophic lateral sclerosis,G12.2,C9orf72; NEK1
NEK1,OLI827,Amyotrophic lateral sclerosis,G12.2,C9orf72; NEK1
GRN,OLI828,Amyotrophic lateral sclerosis,G12.2,GRN; NEFH
NEFH,OLI828,Amyotrophic lateral sclerosis,G12.2,GRN; NEFH
PRRT2,OLI829,Benign familial infantile epilepsy,G40.3,PRRT2; SCN1B
SCN1B,OLI829,Benign familial infantile epilepsy,G40.3,PRRT2; SCN1B
VAPB,OLI830,Amyotrophic lateral sclerosis,G12.2,C9orf72; VAPB
C9orf72,OLI830,Amyotrophic lateral sclerosis,G12.2,C9orf72; VAPB
GFI1,OLI831,Severe congenital neutropenia,D70,GFI1; MYO6
GFI1,OLI831,Non-syndromic genetic deafness,H90.5,GFI1; MYO6
MYO6,OLI831,Severe congenital neutropenia,D70,GFI1; MYO6
MYO6,OLI831,Non-syndromic genetic deafness,H90.5,GFI1; MYO6
KIF7,OLI832,Acrocallosal syndrome,Q04.0,AHI1; BBS2; BBS4; KIF7
BBS4,OLI832,Acrocallosal syndrome,Q04.0,AHI1; BBS2; BBS4; KIF7
AHI1,OLI832,Acrocallosal syndrome,Q04.0,AHI1; BBS2; BBS4; KIF7
BBS2,OLI832,Acrocallosal syndrome,Q04.0,AHI1; BBS2; BBS4; KIF7
PROKR2,OLI833,Kallmann syndrome,E23.0,FGFR1; PROKR2
FGFR1,OLI833,Kallmann syndrome,E23.0,FGFR1; PROKR2
PROKR2,OLI834,Kallmann syndrome,E23.0,PROK2; PROKR2
PROK2,OLI834,Kallmann syndrome,E23.0,PROK2; PROKR2
FGFR1,OLI835,Kallmann syndrome,E23.0,FGFR1; SPRY4
SPRY4,OLI835,Kallmann syndrome,E23.0,FGFR1; SPRY4
PROKR2,OLI836,Kallmann syndrome,E23.0,CHD7; PROKR2
CHD7,OLI836,Kallmann syndrome,E23.0,CHD7; PROKR2
ANOS1,OLI837,Normosmic congenital hypogonadotropic hypogonadism,E23.0,ANOS1; IL17RD
IL17RD,OLI837,Normosmic congenital hypogonadotropic hypogonadism,E23.0,ANOS1; IL17RD
MAP4K4,OLI838,Cerebral arteriovenous malformation,Q28.2,ENG; MAP4K4
ENG,OLI838,Cerebral arteriovenous malformation,Q28.2,ENG; MAP4K4
RASA1,OLI839,Cerebral arteriovenous malformation,Q28.2,RASA1; TIMP3
TIMP3,OLI839,Cerebral arteriovenous malformation,Q28.2,RASA1; TIMP3
SCUBE2,OLI840,Cerebral arteriovenous malformation,Q28.2,ENG; SCUBE2
ENG,OLI840,Cerebral arteriovenous malformation,Q28.2,ENG; SCUBE2
MEOX1,OLI841,Congenital scoliosis,Q67.5,MEOX1; MYOD1
MYOD1,OLI841,Congenital scoliosis,Q67.5,MEOX1; MYOD1
RIPPLY1,OLI842,Congenital scoliosis,Q67.5,MYOD1; RIPPLY1
MYOD1,OLI842,Congenital scoliosis,Q67.5,MYOD1; RIPPLY1
NOTCH1,OLI843,Normosmic congenital hypogonadotropic hypogonadism,E23.0,NOTCH1; SLIT2
SLIT2,OLI843,Normosmic congenital hypogonadotropic hypogonadism,E23.0,NOTCH1; SLIT2
DCC,OLI844,Kallmann syndrome,E23.0,CCDC88C; DCC; FGFR1
CCDC88C,OLI844,Kallmann syndrome,E23.0,CCDC88C; DCC; FGFR1
FGFR1,OLI844,Kallmann syndrome,E23.0,CCDC88C; DCC; FGFR1
AXL,OLI845,Kallmann syndrome,E23.0,AXL; EGF
EGF,OLI845,Kallmann syndrome,E23.0,AXL; EGF
RELN,OLI846,Normosmic congenital hypogonadotropic hypogonadism,E23.0,RELN; SPRED3
SPRED3,OLI846,Normosmic congenital hypogonadotropic hypogonadism,E23.0,RELN; SPRED3
PROKR2,OLI847,Kallmann syndrome,E23.0,CHD7; PROKR2
CHD7,OLI847,Kallmann syndrome,E23.0,CHD7; PROKR2
PNPLA6,OLI848,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PNPLA6; POLR3A; PROKR2; TRAPPC9
POLR3A,OLI848,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PNPLA6; POLR3A; PROKR2; TRAPPC9
PROKR2,OLI848,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PNPLA6; POLR3A; PROKR2; TRAPPC9
TRAPPC9,OLI848,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PNPLA6; POLR3A; PROKR2; TRAPPC9
DMXL2,OLI849,Kallmann syndrome,E23.0,DCAF17; DMXL2; PROKR2
DCAF17,OLI849,Kallmann syndrome,E23.0,DCAF17; DMXL2; PROKR2
PROKR2,OLI849,Kallmann syndrome,E23.0,DCAF17; DMXL2; PROKR2
CDON,OLI850,Kallmann syndrome,E23.0,CDON; CHD7
CHD7,OLI850,Kallmann syndrome,E23.0,CDON; CHD7
PROKR2,OLI851,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CNTN2; GNRHR; PROKR2
CNTN2,OLI851,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CNTN2; GNRHR; PROKR2
GNRHR,OLI851,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CNTN2; GNRHR; PROKR2
ANOS1,OLI852,Kallmann syndrome,E23.0,ANOS1; PROKR2
PROKR2,OLI852,Kallmann syndrome,E23.0,ANOS1; PROKR2
TACR3,OLI853,Kallmann syndrome,E23.0,ANOS1; NOS1; STS; TACR3
ANOS1,OLI853,Kallmann syndrome,E23.0,ANOS1; NOS1; STS; TACR3
STS,OLI853,Kallmann syndrome,E23.0,ANOS1; NOS1; STS; TACR3
NOS1,OLI853,Kallmann syndrome,E23.0,ANOS1; NOS1; STS; TACR3
WDR11,OLI854,Kallmann syndrome,E23.0,RELN; WDR11
RELN,OLI854,Kallmann syndrome,E23.0,RELN; WDR11
MET,OLI855,Kallmann syndrome,E23.0,DCC; MET; PROKR2
PROKR2,OLI855,Kallmann syndrome,E23.0,DCC; MET; PROKR2
DCC,OLI855,Kallmann syndrome,E23.0,DCC; MET; PROKR2
ANOS1,OLI856,Kallmann syndrome,E23.0,ANOS1; NRP2; SEMA4D
SEMA4D,OLI856,Kallmann syndrome,E23.0,ANOS1; NRP2; SEMA4D
NRP2,OLI856,Kallmann syndrome,E23.0,ANOS1; NRP2; SEMA4D
NRP1,OLI857,Kallmann syndrome,E23.0,ANOS1; NRP1
ANOS1,OLI857,Kallmann syndrome,E23.0,ANOS1; NRP1
LHB,OLI858,Kallmann syndrome,E23.0,FGFR1; IL17RD; LHB
IL17RD,OLI858,Kallmann syndrome,E23.0,FGFR1; IL17RD; LHB
FGFR1,OLI858,Kallmann syndrome,E23.0,FGFR1; IL17RD; LHB
PROKR2,OLI859,Kallmann syndrome,E23.0,MTOR; PROKR2
MTOR,OLI859,Kallmann syndrome,E23.0,MTOR; PROKR2
CHD7,OLI860,Kallmann syndrome,E23.0,CHD7; EGF
EGF,OLI860,Kallmann syndrome,E23.0,CHD7; EGF
B4GAT1,OLI861,Kallmann syndrome,E23.0,B4GAT1; EGFR; KISS1R
EGFR,OLI861,Kallmann syndrome,E23.0,B4GAT1; EGFR; KISS1R
KISS1R,OLI861,Kallmann syndrome,E23.0,B4GAT1; EGFR; KISS1R
ROBO3,OLI862,Kallmann syndrome,E23.0,PROKR2; ROBO3
PROKR2,OLI862,Kallmann syndrome,E23.0,PROKR2; ROBO3
EBF2,OLI863,Kallmann syndrome,E23.0,EBF2; PROKR2; RELN; SEMA3A
RELN,OLI863,Kallmann syndrome,E23.0,EBF2; PROKR2; RELN; SEMA3A
PROKR2,OLI863,Kallmann syndrome,E23.0,EBF2; PROKR2; RELN; SEMA3A
SEMA3A,OLI863,Kallmann syndrome,E23.0,EBF2; PROKR2; RELN; SEMA3A
DLX5,OLI864,Kallmann syndrome,E23.0,DLX5; PROKR2
PROKR2,OLI864,Kallmann syndrome,E23.0,DLX5; PROKR2
PROKR2,OLI865,Kallmann syndrome,E23.0,HGF; PROKR2
HGF,OLI865,Kallmann syndrome,E23.0,HGF; PROKR2
SEMA7A,OLI866,Kallmann syndrome,E23.0,GNRHR; SEMA7A
GNRHR,OLI866,Kallmann syndrome,E23.0,GNRHR; SEMA7A
CHD7,OLI867,Kallmann syndrome,E23.0,CHD7; ERBB4
ERBB4,OLI867,Kallmann syndrome,E23.0,CHD7; ERBB4
IL17RD,OLI868,Kallmann syndrome,E23.0,IL17RD; PROKR2
PROKR2,OLI868,Kallmann syndrome,E23.0,IL17RD; PROKR2
PLXNB1,OLI869,Kallmann syndrome,E23.0,CHD7; NRP2; PLXNB1
NRP2,OLI869,Kallmann syndrome,E23.0,CHD7; NRP2; PLXNB1
CHD7,OLI869,Kallmann syndrome,E23.0,CHD7; NRP2; PLXNB1
PROKR2,OLI870,Kallmann syndrome,E23.0,EFNA5; PROKR2
EFNA5,OLI870,Kallmann syndrome,E23.0,EFNA5; PROKR2
IGF1,OLI871,Kallmann syndrome,E23.0,EGFR; IGF1
EGFR,OLI871,Kallmann syndrome,E23.0,EGFR; IGF1
CHD7,OLI872,Kallmann syndrome,E23.0,CHD7; RELN
RELN,OLI872,Kallmann syndrome,E23.0,CHD7; RELN
EGFR,OLI873,Kallmann syndrome,E23.0,DCC; EGFR
DCC,OLI873,Kallmann syndrome,E23.0,DCC; EGFR
DLX5,OLI874,Kallmann syndrome,E23.0,DLX5; EGF; PLXNA1
PLXNA1,OLI874,Kallmann syndrome,E23.0,DLX5; EGF; PLXNA1
EGF,OLI874,Kallmann syndrome,E23.0,DLX5; EGF; PLXNA1
RELN,OLI875,Kallmann syndrome,E23.0,CHD7; RELN
CHD7,OLI875,Kallmann syndrome,E23.0,CHD7; RELN
RELN,OLI876,Kallmann syndrome,E23.0,ANOS1; RELN
ANOS1,OLI876,Kallmann syndrome,E23.0,ANOS1; RELN
MTOR,OLI877,Kallmann syndrome,E23.0,CHD7; MTOR; RELN
CHD7,OLI877,Kallmann syndrome,E23.0,CHD7; MTOR; RELN
RELN,OLI877,Kallmann syndrome,E23.0,CHD7; MTOR; RELN
RELN,OLI878,Kallmann syndrome,E23.0,NRP2; PLXNB1; RELN; TLE4
TLE4,OLI878,Kallmann syndrome,E23.0,NRP2; PLXNB1; RELN; TLE4
NRP2,OLI878,Kallmann syndrome,E23.0,NRP2; PLXNB1; RELN; TLE4
PLXNB1,OLI878,Kallmann syndrome,E23.0,NRP2; PLXNB1; RELN; TLE4
PAX6,OLI879,Kallmann syndrome,E23.0,IGF1; PAX6
IGF1,OLI879,Kallmann syndrome,E23.0,IGF1; PAX6
FEZ1,OLI880,Kallmann syndrome,E23.0,FEZ1; IGF1; PAX6; PLXNB1
IGF1,OLI880,Kallmann syndrome,E23.0,FEZ1; IGF1; PAX6; PLXNB1
PAX6,OLI880,Kallmann syndrome,E23.0,FEZ1; IGF1; PAX6; PLXNB1
PLXNB1,OLI880,Kallmann syndrome,E23.0,FEZ1; IGF1; PAX6; PLXNB1
SEMA3A,OLI881,Kallmann syndrome,E23.0,CASR; SEMA3A
CASR,OLI881,Kallmann syndrome,E23.0,CASR; SEMA3A
EGFR,OLI882,Kallmann syndrome,E23.0,EGFR; ERBB4; SEMA4D
SEMA4D,OLI882,Kallmann syndrome,E23.0,EGFR; ERBB4; SEMA4D
ERBB4,OLI882,Kallmann syndrome,E23.0,EGFR; ERBB4; SEMA4D
AXL,OLI883,Kallmann syndrome,E23.0,AXL; SLIT2
SLIT2,OLI883,Kallmann syndrome,E23.0,AXL; SLIT2
SEMA4D,OLI884,Kallmann syndrome,E23.0,EGFR; NOS1; SEMA4D
NOS1,OLI884,Kallmann syndrome,E23.0,EGFR; NOS1; SEMA4D
EGFR,OLI884,Kallmann syndrome,E23.0,EGFR; NOS1; SEMA4D
ANOS1,OLI885,Kallmann syndrome,E23.0,ANOS1; PAX6; PLXNB1
PLXNB1,OLI885,Kallmann syndrome,E23.0,ANOS1; PAX6; PLXNB1
PAX6,OLI885,Kallmann syndrome,E23.0,ANOS1; PAX6; PLXNB1
DCAF17,OLI886,Kallmann syndrome,E23.0,DCAF17; RELN
RELN,OLI886,Kallmann syndrome,E23.0,DCAF17; RELN
PAX6,OLI887,Kallmann syndrome,E23.0,EDNRB; PAX6; PROKR2; RELN
PROKR2,OLI887,Kallmann syndrome,E23.0,EDNRB; PAX6; PROKR2; RELN
EDNRB,OLI887,Kallmann syndrome,E23.0,EDNRB; PAX6; PROKR2; RELN
RELN,OLI887,Kallmann syndrome,E23.0,EDNRB; PAX6; PROKR2; RELN
ROBO3,OLI888,Kallmann syndrome,E23.0,PLXNB1; RELN; ROBO3
RELN,OLI888,Kallmann syndrome,E23.0,PLXNB1; RELN; ROBO3
PLXNB1,OLI888,Kallmann syndrome,E23.0,PLXNB1; RELN; ROBO3
PLXNB1,OLI889,Normosmic congenital hypogonadotropic hypogonadism,E23.0,LIF; PLXNB1
LIF,OLI889,Normosmic congenital hypogonadotropic hypogonadism,E23.0,LIF; PLXNB1
PROKR2,OLI890,Normosmic congenital hypogonadotropic hypogonadism,E23.0,LHB; PROKR2
LHB,OLI890,Normosmic congenital hypogonadotropic hypogonadism,E23.0,LHB; PROKR2
SEMA7A,OLI891,Normosmic congenital hypogonadotropic hypogonadism,E23.0,LHB; SEMA7A
LHB,OLI891,Normosmic congenital hypogonadotropic hypogonadism,E23.0,LHB; SEMA7A
ROBO3,OLI892,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PROKR2; ROBO3
PROKR2,OLI892,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PROKR2; ROBO3
NRP2,OLI893,Normosmic congenital hypogonadotropic hypogonadism,E23.0,LHB; NRP2
LHB,OLI893,Normosmic congenital hypogonadotropic hypogonadism,E23.0,LHB; NRP2
FGFR1,OLI894,Normosmic congenital hypogonadotropic hypogonadism,E23.0,AXL; FGFR1
AXL,OLI894,Normosmic congenital hypogonadotropic hypogonadism,E23.0,AXL; FGFR1
PROKR2,OLI895,Normosmic congenital hypogonadotropic hypogonadism,E23.0,KISS1R; PROKR2
KISS1R,OLI895,Normosmic congenital hypogonadotropic hypogonadism,E23.0,KISS1R; PROKR2
TYRO3,OLI896,Normosmic congenital hypogonadotropic hypogonadism,E23.0,GNRHR; TYRO3
GNRHR,OLI896,Normosmic congenital hypogonadotropic hypogonadism,E23.0,GNRHR; TYRO3
NOS1,OLI897,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EDNRB; NOS1
EDNRB,OLI897,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EDNRB; NOS1
NSMF,OLI898,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; NSMF
CHD7,OLI898,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; NSMF
PROKR2,OLI899,Normosmic congenital hypogonadotropic hypogonadism,E23.0,GH1; PROKR2
GH1,OLI899,Normosmic congenital hypogonadotropic hypogonadism,E23.0,GH1; PROKR2
PROKR2,OLI900,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PROKR2; RELN; ROBO3
RELN,OLI900,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PROKR2; RELN; ROBO3
ROBO3,OLI900,Normosmic congenital hypogonadotropic hypogonadism,E23.0,PROKR2; RELN; ROBO3
EGFR,OLI901,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGFR; NRP2; RELN
RELN,OLI901,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGFR; NRP2; RELN
NRP2,OLI901,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGFR; NRP2; RELN
PLXNB1,OLI902,Normosmic congenital hypogonadotropic hypogonadism,E23.0,AXL; GNRHR; PLXNB1
GNRHR,OLI902,Normosmic congenital hypogonadotropic hypogonadism,E23.0,AXL; GNRHR; PLXNB1
AXL,OLI902,Normosmic congenital hypogonadotropic hypogonadism,E23.0,AXL; GNRHR; PLXNB1
DLX5,OLI903,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; DLX5
CHD7,OLI903,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; DLX5
B4GAT1,OLI904,Normosmic congenital hypogonadotropic hypogonadism,E23.0,B4GAT1; DCC
DCC,OLI904,Normosmic congenital hypogonadotropic hypogonadism,E23.0,B4GAT1; DCC
ERBB4,OLI905,Normosmic congenital hypogonadotropic hypogonadism,E23.0,ERBB4; RELN
RELN,OLI905,Normosmic congenital hypogonadotropic hypogonadism,E23.0,ERBB4; RELN
MET,OLI906,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGF; GHR; MET; MTOR
MTOR,OLI906,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGF; GHR; MET; MTOR
GHR,OLI906,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGF; GHR; MET; MTOR
EGF,OLI906,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGF; GHR; MET; MTOR
EPHA5,OLI907,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EPHA5; ERBB4; RELN; STS
ERBB4,OLI907,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EPHA5; ERBB4; RELN; STS
RELN,OLI907,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EPHA5; ERBB4; RELN; STS
STS,OLI907,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EPHA5; ERBB4; RELN; STS
B4GAT1,OLI908,Normosmic congenital hypogonadotropic hypogonadism,E23.0,B4GAT1; CCKAR; IL17RD
CCKAR,OLI908,Normosmic congenital hypogonadotropic hypogonadism,E23.0,B4GAT1; CCKAR; IL17RD
IL17RD,OLI908,Normosmic congenital hypogonadotropic hypogonadism,E23.0,B4GAT1; CCKAR; IL17RD
LHB,OLI909,Normosmic congenital hypogonadotropic hypogonadism,E23.0,B4GAT1; FGFR1; LHB
FGFR1,OLI909,Normosmic congenital hypogonadotropic hypogonadism,E23.0,B4GAT1; FGFR1; LHB
B4GAT1,OLI909,Normosmic congenital hypogonadotropic hypogonadism,E23.0,B4GAT1; FGFR1; LHB
SEMA7A,OLI910,Normosmic congenital hypogonadotropic hypogonadism,E23.0,SEMA7A; SLIT2
SLIT2,OLI910,Normosmic congenital hypogonadotropic hypogonadism,E23.0,SEMA7A; SLIT2
GHR,OLI911,Normosmic congenital hypogonadotropic hypogonadism,E23.0,GHR; LHB
LHB,OLI911,Normosmic congenital hypogonadotropic hypogonadism,E23.0,GHR; LHB
CHD7,OLI912,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; PLXNA1
PLXNA1,OLI912,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; PLXNA1
NRP1,OLI913,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGF; NRP1; RELN
EGF,OLI913,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGF; NRP1; RELN
RELN,OLI913,Normosmic congenital hypogonadotropic hypogonadism,E23.0,EGF; NRP1; RELN
LHB,OLI914,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CNTN2; LHB; SEMA7A
CNTN2,OLI914,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CNTN2; LHB; SEMA7A
SEMA7A,OLI914,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CNTN2; LHB; SEMA7A
FGFR1,OLI915,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGFR1; GNRH1
GNRH1,OLI915,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGFR1; GNRH1
LAMA5,OLI916,Benign familial hematuria,Q87.8,COL4A5; LAMA5
COL4A5,OLI916,Benign familial hematuria,Q87.8,COL4A5; LAMA5
C2orf74,OLI917,Waardenburg syndrome,E70.3,C2orf74; MITF
MITF,OLI917,Waardenburg syndrome,E70.3,C2orf74; MITF
SEC61A1,OLI918,Generalized pustular psoriasis,L40.1,IL36RN; SEC61A1
SEC61A1,OLI918,Isolated agammaglobulinemia,L40.1,IL36RN; SEC61A1
IL36RN,OLI918,Generalized pustular psoriasis,L40.1,IL36RN; SEC61A1
IL36RN,OLI918,Isolated agammaglobulinemia,L40.1,IL36RN; SEC61A1
RXRG,OLI919,Isolated spina bifida,Q05.5,ARHGAP36; RXRG; TKTL1
ARHGAP36,OLI919,Isolated spina bifida,Q05.5,ARHGAP36; RXRG; TKTL1
TKTL1,OLI919,Isolated spina bifida,Q05.5,ARHGAP36; RXRG; TKTL1
AMOT,OLI920,Isolated spina bifida,Q05.5,AMOT; DTX1; GPR50
GPR50,OLI920,Isolated spina bifida,Q05.5,AMOT; DTX1; GPR50
DTX1,OLI920,Isolated spina bifida,Q05.5,AMOT; DTX1; GPR50
PIGO,OLI921,Transposition of the great arteries,Q20.3,PIGO; TSPAN7
TSPAN7,OLI921,Transposition of the great arteries,Q20.3,PIGO; TSPAN7
CRB2,OLI922,Transposition of the great arteries,Q20.3,BBS2; CRB2
BBS2,OLI922,Transposition of the great arteries,Q20.3,BBS2; CRB2
PMM2,OLI923,Transposition of the great arteries,Q20.3,BBS10; PMM2
BBS10,OLI923,Transposition of the great arteries,Q20.3,BBS10; PMM2
ERCC5,OLI924,Transposition of the great arteries,Q20.3,ERCC5; LRP2; SLC22A5
LRP2,OLI924,Transposition of the great arteries,Q20.3,ERCC5; LRP2; SLC22A5
SLC22A5,OLI924,Transposition of the great arteries,Q20.3,ERCC5; LRP2; SLC22A5
POLG,OLI925,Transposition of the great arteries,Q20.3,NAGA; POLG
NAGA,OLI925,Transposition of the great arteries,Q20.3,NAGA; POLG
GJA1,OLI926,Transposition of the great arteries,Q20.3,GALC; GJA1
GALC,OLI926,Transposition of the great arteries,Q20.3,GALC; GJA1
ZFPM2,OLI927,Transposition of the great arteries,Q20.3,ACADM; LIG4; ZFPM2
ACADM,OLI927,Transposition of the great arteries,Q20.3,ACADM; LIG4; ZFPM2
LIG4,OLI927,Transposition of the great arteries,Q20.3,ACADM; LIG4; ZFPM2
IFT172,OLI928,Transposition of the great arteries,Q20.3,EZH2; IFT172; RARS2
EZH2,OLI928,Transposition of the great arteries,Q20.3,EZH2; IFT172; RARS2
RARS2,OLI928,Transposition of the great arteries,Q20.3,EZH2; IFT172; RARS2
TBCD,OLI929,Transposition of the great arteries,Q20.3,IFT172; NPC1; TBCD
NPC1,OLI929,Transposition of the great arteries,Q20.3,IFT172; NPC1; TBCD
